review_id,date,score,lessor,agency_name,property_type,weekly_price,n_bedrooms,suburb,review_text
226,2023-11-15 05:44:00,3,Private,,Flat/Unit,250,2,Newtown,"Dealing with poor property condition and lease violations made my time in this apartment incredibly frustrating. Despite my efforts to address these issues with the management, they remained unresolved, leaving me feeling disappointed and disillusioned."
227,2023-09-14 12:32:00,1,Agency,Professionals Real Estate Group,Flat/Unit,110,1,Newtown,"I couldn't have asked for a better living situation! This apartment was everything I could have hoped for and more. From the spacious layout to the modern amenities, everything about my stay here was absolutely perfect. I would highly recommend this place to anyone looking for a comfortable and convenient living space."
228,2023-08-15 18:15:00,3,Agency,Raine & Horne,Flat/Unit,280,1,Redfern,"Dealing with lease violations was a major headache during my time in this apartment. Despite numerous attempts to address the issue with the management, it seemed like nothing was ever done to rectify the situation."
229,2023-12-14 23:16:00,5,Private,,Flat/Unit,390,2,Redfern,"Pest problems and lease violations made my time in this apartment incredibly frustrating. No matter how many times I brought it up with the management, the issues persisted, leaving me feeling disillusioned with my overall experience."
230,2023-12-15 19:31:00,4,Agency,RE/MAX Australia,Flat/Unit,310,2,Camperdown,"Pest problems were a constant source of frustration during my time in this apartment. No matter what I did, it seemed like they were always lurking around every corner, making it difficult to feel comfortable in my own home."
231,2023-10-28 00:47:00,3,Agency,McGrath Estate Agents,Flat/Unit,295,2,Camperdown,"Dealing with pest problems, poor property condition, and lease violations made my time in this apartment incredibly stressful. From unanswered emails to unaddressed maintenance issues, it felt like the management just didn't care about the well-being of their tenants."
232,2023-08-10 05:13:00,3,Agency,McGrath Estate Agents,Flat/Unit,300,1,Redfern,"Dealing with pest problems, poor property condition, and lease violations made my time in this apartment incredibly stressful. From unanswered emails to unaddressed maintenance issues, it felt like the management just didn't care about the well-being of their tenants."
233,2023-06-27 13:06:00,3,Agency,Ray White Group,Flat/Unit,250,2,Newtown,"The poor property condition of this apartment was a major disappointment. From the outdated appliances to the worn-out carpet, it was clear that the property had seen better days. Despite my best efforts to make it feel like home, the overall state of disrepair was a constant source of frustration."
234,2023-01-05 20:19:00,3,Agency,Professionals Real Estate Group,Flat/Unit,290,2,Camperdown,"I couldn't have asked for a better living situation! This apartment was everything I could have hoped for and more. From the spacious layout to the modern amenities, everything about my stay here was absolutely perfect. I would highly recommend this place to anyone looking for a comfortable and convenient living space."
235,2023-08-09 16:18:00,4,Agency,LJ Hooker,Flat/Unit,310,2,Camperdown,"Dealing with pest problems and lease violations made my time in this apartment incredibly frustrating. Despite my efforts to address these issues with the management, they remained unresolved, leaving me feeling disappointed and disillusioned."
236,2023-12-27 00:40:00,3,Agency,LJ Hooker,Flat/Unit,250,2,Newtown,"Pest problems were a constant source of frustration during my time in this apartment. No matter what I did, it seemed like they were always lurking around every corner, making it difficult to feel comfortable in my own home."
237,2023-10-25 18:55:00,4,Agency,Ray White Group,Flat/Unit,305,2,Camperdown,"Pest problems were a constant source of frustration during my time in this apartment. No matter what I did, it seemed like they were always lurking around every corner, making it difficult to feel comfortable in my own home."
238,2023-05-04 23:31:00,5,Agency,Harcourts,Flat/Unit,400,2,Redfern,"Dealing with lease violations was a major headache during my time in this apartment. Despite numerous attempts to address the issue with the management, it seemed like nothing was ever done to rectify the situation."
239,2023-02-25 08:16:00,4,Agency,Professionals Real Estate Group,Flat/Unit,295,1,Redfern,"I couldn't have asked for a better living situation! This apartment was everything I could have hoped for and more. From the spacious layout to the modern amenities, everything about my stay here was absolutely perfect. I would highly recommend this place to anyone looking for a comfortable and convenient living space."
240,2023-10-13 09:32:00,4,Agency,Professionals Real Estate Group,Flat/Unit,305,2,Camperdown,"Pest problems were a constant source of frustration during my time in this apartment. No matter what I did, it seemed like they were always lurking around every corner, making it difficult to feel comfortable in my own home."
241,2023-09-28 19:02:00,5,Private,,Flat/Unit,395,2,Redfern,"Dealing with pest problems, poor property condition, and lease violations made my time in this apartment incredibly stressful. From unanswered emails to unaddressed maintenance issues, it felt like the management just didn't care about the well-being of their tenants."
242,2023-12-19 00:07:00,1,Agency,Raine & Horne,Flat/Unit,190,1,Camperdown,"Dealing with lease violations was a major headache during my time in this apartment. Despite numerous attempts to address the issue with the management, it seemed like nothing was ever done to rectify the situation."
243,2023-11-15 10:37:00,2,Agency,Ray White Group,Flat/Unit,195,1,Camperdown,"Pest problems were a constant source of frustration during my time in this apartment. No matter what I did, it seemed like they were always lurking around every corner, making it difficult to feel comfortable in my own home."
244,2023-07-22 06:16:00,4,Agency,Belle Property,Flat/Unit,300,1,Redfern,"The poor property condition of this apartment was a major disappointment. From the outdated appliances to the worn-out carpet, it was clear that the property had seen better days. Despite my best efforts to make it feel like home, the overall state of disrepair was a constant source of frustration."
245,2023-02-06 20:49:00,5,Agency,Harcourts,Flat/Unit,400,2,Redfern,"Dealing with communication problems, poor property condition, and lease violations made my time in this apartment incredibly stressful. From unanswered emails to unaddressed maintenance issues, it felt like the management just didn't care about the well-being of their tenants."
246,2023-06-25 23:51:00,3,Agency,Century 21 Australia,Flat/Unit,290,1,Redfern,"I couldn't have asked for a better living situation! This apartment was everything I could have hoped for and more. From the spacious layout to the modern amenities, everything about my stay here was absolutely perfect. I would highly recommend this place to anyone looking for a comfortable and convenient living space."
247,2023-04-25 04:26:00,2,Agency,Harcourts,Flat/Unit,195,1,Camperdown,"The poor property condition of this apartment was a major disappointment. From the outdated appliances to the worn-out carpet, it was clear that the property had seen better days. Despite my best efforts to make it feel like home, the overall state of disrepair was a constant source of frustration."
248,2023-07-06 12:24:00,4,Agency,RE/MAX Australia,Flat/Unit,310,1,Redfern,"Dealing with maintenance issues, pest problems, and poor property condition made my time in this apartment incredibly stressful. From leaking faucets to unwelcome critters, it felt like there was always something going wrong."
249,2023-04-20 19:39:00,3,Agency,LJ Hooker,Flat/Unit,255,2,Newtown,"Pest problems and lease violations made my time in this apartment incredibly frustrating. No matter how many times I brought it up with the management, the issues persisted, leaving me feeling disillusioned with my overall experience."
250,2023-11-10 16:53:00,4,Agency,LJ Hooker,Flat/Unit,305,2,Camperdown,"Dealing with pest problems and lease violations made my time in this apartment incredibly frustrating. Despite my efforts to address these issues with the management, they remained unresolved, leaving me feeling disappointed and disillusioned."
251,2023-11-04 08:02:00,3,Agency,RE/MAX Australia,Flat/Unit,290,2,Camperdown,"Living in this apartment felt like battling a never-ending invasion. Pest problems were relentless, and no matter how many times I raised the issue, it persisted. On top of that, the property condition was dismal, with signs of neglect everywhere. To add insult to injury, lease violations seemed to be the norm rather than the exception. It's safe to say this experience left me feeling more than a little disappointed."
252,2023-04-25 19:54:00,2,Private,,Flat/Unit,225,2,Newtown,"My time in this apartment was constantly overshadowed by pest problems. From creepy crawlies in the kitchen to unwelcome guests in the bathroom, it felt like I was always on edge. Despite my best efforts to keep them at bay, they seemed to multiply faster than I could deal with."
253,2023-08-07 05:56:00,1,Agency,Raine & Horne,Flat/Unit,150,1,Newtown,"The poor property condition of this apartment was evident from the moment I moved in. From peeling paint to creaky floorboards, it was clear that maintenance was not a priority. Despite my attempts to make it feel like home, the overall state of disrepair left much to be desired."
254,2023-06-06 14:03:00,2,Agency,RE/MAX Australia,Flat/Unit,205,1,Camperdown,"Dealing with lease violations in this apartment was a major headache. Despite signing a contract outlining the terms of our agreement, it felt like the landlord had no qualms about breaking the rules whenever it suited them. It's frustrating to feel like your rights as a tenant are being disregarded."
255,2023-11-27 21:50:00,1,Private,,Flat/Unit,140,1,Newtown,"Pest problems and poor property condition were constant sources of frustration during my time in this apartment. It felt like I was fighting a losing battle against both the creepy crawlies and the deteriorating state of the property. Needless to say, it was not a pleasant living experience."
256,2023-03-10 04:47:00,5,Agency,McGrath Estate Agents,Flat/Unit,410,2,Redfern,"The poor property condition of this apartment was a major letdown. From outdated appliances to cracked walls, it felt like the place was falling apart at the seams. To make matters worse, lease violations were a recurring issue that seemed to go unaddressed by the management."
257,2023-09-11 23:21:00,4,Agency,McGrath Estate Agents,Flat/Unit,305,1,Redfern,"Living in this apartment felt like a never-ending battle against the elements. The property condition was subpar, with maintenance issues cropping up left and right. Add to that the numerous lease violations, and it's clear that this was not the living situation I had hoped for."
258,2023-12-20 05:11:00,5,Agency,RE/MAX Australia,Flat/Unit,330,2,Camperdown,"Dealing with maintenance issues in this apartment was a constant headache. From leaky faucets to faulty electricals, it felt like there was always something that needed fixing. Despite my attempts to address these issues with the management, they remained unresolved."
259,2023-03-05 19:12:00,2,Private,,Flat/Unit,200,1,Camperdown,"Dealing with lease violations in this apartment was incredibly frustrating. Despite my attempts to adhere to the terms of the agreement, it felt like the landlord had no qualms about bending the rules to suit their needs. It's disappointing to feel like your rights as a tenant are being disregarded."
260,2023-03-15 12:22:00,5,Agency,Century 21 Australia,Flat/Unit,390,2,Redfern,"Pest problems and lease violations made my time in this apartment incredibly stressful. From battling creepy crawlies to dealing with breaches of the lease agreement, it felt like there was always something going wrong. Needless to say, it was not a pleasant living experience."
261,2023-09-10 12:22:00,4,Agency,Century 21 Australia,Flat/Unit,300,2,Camperdown,"Dealing with lease violations in this apartment was a major headache. Despite signing a contract outlining the terms of our agreement, it felt like the landlord had no qualms about breaking the rules whenever it suited them. It's frustrating to feel like your rights as a tenant are being disregarded."
262,2023-10-11 14:41:00,5,Agency,First National Real Estate,Flat/Unit,410,2,Redfern,"Communication problems and poor property condition made my time in this apartment incredibly frustrating. From unanswered emails to unaddressed maintenance issues, it felt like the management just didn't care about the well-being of their tenants. Needless to say, I won't be renewing my lease here."
263,2023-06-28 13:26:00,1,Agency,LJ Hooker,Flat/Unit,165,1,Newtown,"Pest problems and lease violations made my time in this apartment incredibly frustrating. No matter how many times I brought it up with the management, the issues persisted, leaving me feeling disillusioned with my overall experience."
264,2023-08-10 22:13:00,1,Private,,Flat/Unit,145,1,Newtown,"Dealing with maintenance issues and poor property condition in this apartment was a constant battle. From broken appliances to cracked walls, it felt like there was always something that needed fixing. Despite my attempts to address these issues with the management, they remained unresolved."
265,2023-03-19 09:59:00,3,Agency,Century 21 Australia,Flat/Unit,255,2,Newtown,"I couldn't have asked for a better living situation! This apartment was everything I could have hoped for and more. From the spacious layout to the modern amenities, everything about my stay here was absolutely perfect. I would highly recommend this place to anyone looking for a comfortable and convenient living space."
266,2023-06-23 11:42:00,4,Agency,RE/MAX Australia,Flat/Unit,305,2,Camperdown,"Dealing with maintenance issues and poor property condition in this apartment was a constant battle. From leaky faucets to worn-out fixtures, it felt like there was always something that needed fixing. Despite my attempts to address these issues with the management, they remained unresolved."
267,2023-02-10 19:03:00,1,Agency,Harcourts,Flat/Unit,140,1,Newtown,"Pest problems and lease violations made my time in this apartment incredibly frustrating. No matter how many times I brought it up with the management, the issues persisted, leaving me feeling disillusioned with my overall experience."
268,2023-04-27 23:56:00,3,Agency,LJ Hooker,Flat/Unit,285,1,Redfern,"Pest problems and lease violations made my time in this apartment incredibly stressful. From battling creepy crawlies to dealing with breaches of the lease agreement, it felt like there was always something going wrong. Needless to say, it was not a pleasant living experience."
269,2023-04-14 15:50:00,5,Agency,Belle Property,Flat/Unit,395,2,Redfern,"Pest problems and lease violations made my time in this apartment incredibly frustrating. No matter how many times I brought it up with the management, the issues persisted, leaving me feeling disillusioned with my overall experience."
270,2023-06-11 20:14:00,5,Agency,McGrath Estate Agents,Flat/Unit,405,2,Redfern,"Dealing with lease violations in this apartment was a major headache. Despite numerous attempts to address the issue with the management, it seemed like nothing was ever done to rectify the situation."
271,2023-12-05 13:35:00,5,Private,,Flat/Unit,425,2,Redfern,"Dealing with maintenance issues and poor property condition in this apartment was a constant battle. From leaky faucets to cracked walls, it felt like there was always something that needed fixing. Despite my attempts to address these issues with the management, they remained unresolved."
272,2023-03-07 23:33:00,5,Private,,Flat/Unit,415,2,Redfern,"Living in this apartment felt like a never-ending nightmare. Maintenance issues were rampant, with everything from leaky pipes to faulty appliances causing constant headaches. On top of that, pest problems and lease violations only added to the chaos. Needless to say, I won't be recommending this place to anyone."
273,2023-05-27 02:31:00,1,Agency,RE/MAX Australia,Flat/Unit,165,1,Newtown,"Dealing with maintenance issues, communication problems, and poor property condition in this apartment was incredibly frustrating. From unanswered emails to unaddressed maintenance issues, it felt like the management just didn't care about the well-being of their tenants. Needless to say, I won't be renewing my lease here."
274,2023-08-13 01:51:00,5,Private,,Flat/Unit,390,2,Redfern,"Dealing with lease violations in this apartment was a major headache. Despite numerous attempts to address the issue with the management, it seemed like nothing was ever done to rectify the situation."
275,2023-12-11 13:07:00,3,Agency,Belle Property,Flat/Unit,250,2,Newtown,"Dealing with maintenance issues and lease violations in this apartment was incredibly frustrating. No matter how many times I brought it up with the management, the issues persisted, leaving me feeling disillusioned with my overall experience."
276,2023-02-18 11:10:00,5,Private,,Flat/Unit,395,2,Redfern,"Pest problems were a constant source of frustration during my time in this apartment. No matter what I did, it seemed like they were always lurking around every corner, making it difficult to feel comfortable in my own home."
277,2023-12-01 02:34:00,2,Private,,Flat/Unit,200,1,Camperdown,"Dealing with maintenance issues and lease violations in this apartment was incredibly frustrating. No matter how many times I brought it up with the management, the issues persisted, leaving me feeling disillusioned with my overall experience."
278,2023-01-30 12:05:00,1,Agency,Ray White Group,Flat/Unit,155,1,Newtown,"Pest problems and lease violations made my time in this apartment incredibly frustrating. No matter how many times I brought it up with the management, the issues persisted, leaving me feeling disillusioned with my overall experience."
279,2023-06-24 23:45:00,4,Agency,First National Real Estate,Flat/Unit,300,2,Camperdown,"Pest problems and lease violations made my time in this apartment incredibly stressful. From battling creepy crawlies to dealing with breaches of the lease agreement, it felt like there was always something going wrong. Needless to say, it was not a pleasant living experience."
280,2023-06-15 11:17:00,3,Private,,Flat/Unit,255,2,Newtown,"I couldn't have asked for a better living situation! This apartment was everything I could have hoped for and more. From the spacious layout to the modern amenities, everything about my stay here was absolutely perfect. I would highly recommend this place to anyone looking for a comfortable and convenient living space."
281,2023-03-18 07:05:00,3,Agency,Raine & Horne,Flat/Unit,265,2,Newtown,"The poor property condition of this apartment was evident from the moment I moved in. From peeling paint to creaky floorboards, it was clear that maintenance was not a priority. Despite my attempts to make it feel like home, the overall state of disrepair left much to be desired."
282,2023-05-07 11:24:00,2,Private,,Flat/Unit,205,1,Camperdown,"I couldn't have asked for a better living situation! This apartment was everything I could have hoped for and more. From the spacious layout to the modern amenities, everything about my stay here was absolutely perfect. I would highly recommend this place to anyone looking for a comfortable and convenient living space."
283,2023-06-15 07:35:00,4,Agency,Raine & Horne,Flat/Unit,295,1,Redfern,"Dealing with lease violations in this apartment was a major headache. Despite numerous attempts to address the issue with the management, it seemed like nothing was ever done to rectify the situation."
284,2023-11-11 22:29:00,5,Agency,Harcourts,Flat/Unit,400,2,Redfern,"Pest problems and lease violations made my time in this apartment incredibly frustrating. No matter how many times I brought it up with the management, the issues persisted, leaving me feeling disillusioned with my overall experience."
285,2023-12-14 15:26:00,3,Agency,Harcourts,Flat/Unit,285,1,Redfern,"Pest problems and poor property condition were constant sources of frustration during my time in this apartment. It felt like I was fighting a losing battle against both the creepy crawlies and the deteriorating state of the property. Needless to say, it was not a pleasant living experience."
286,2023-07-08 21:20:00,5,Agency,Professionals Real Estate Group,Flat/Unit,385,2,Redfern,"I couldn't have asked for a better living situation! This apartment was everything I could have hoped for and more. From the spacious layout to the modern amenities, everything about my stay here was absolutely perfect. I would highly recommend this place to anyone looking for a comfortable and convenient living space."
287,2023-11-13 17:11:00,1,Private,,Flat/Unit,140,1,Newtown,"Dealing with pest problems and poor property condition in this apartment was a constant battle. From battling creepy crawlies to dealing with peeling paint, it felt like there was always something going wrong. Needless to say, it was not a pleasant living experience."
288,2023-08-10 08:59:00,5,Agency,Century 21 Australia,Flat/Unit,395,2,Redfern,"Dealing with maintenance issues in this apartment was a constant headache. From leaky faucets to faulty electricals, it felt like there was always something that needed fixing. Despite my attempts to address these issues with the management, they remained unresolved."
289,2023-05-08 01:37:00,3,Agency,Ray White Group,Flat/Unit,255,2,Newtown,"Pest problems and lease violations made my time in this apartment incredibly frustrating. No matter how many times I brought it up with the management, the issues persisted, leaving me feeling disillusioned with my overall experience."
290,2023-03-12 16:28:00,2,Agency,Harcourts,Flat/Unit,235,2,Newtown,"Pest problems and lease violations made my time in this apartment incredibly stressful. From battling creepy crawlies to dealing with breaches of the lease agreement, it felt like there was always something going wrong. Needless to say, it was not a pleasant living experience."
291,2023-05-31 09:08:00,1,Agency,Professionals Real Estate Group,Flat/Unit,155,1,Newtown,"The poor property condition of this apartment was evident from the moment I moved in. From peeling paint to creaky floorboards, it was clear that maintenance was not a priority. Despite my attempts to make it feel like home, the overall state of disrepair left much to be desired."
292,2023-07-10 07:23:00,4,Agency,Century 21 Australia,Flat/Unit,305,2,Camperdown,"Dealing with pest problems, poor property condition, and lease violations made my time in this apartment incredibly stressful. From battling creepy crawlies to dealing with breaches of the lease agreement, it felt like there was always something going wrong. Needless to say, it was not a pleasant living experience."
293,2023-01-17 04:15:00,3,Private,,Flat/Unit,295,2,Camperdown,"Communication problems and poor property condition made my time in this apartment incredibly frustrating. From unanswered emails to unaddressed maintenance issues, it felt like the management just didn't care about the well-being of their tenants. Needless to say, I won't be renewing my lease here."
294,2023-02-23 02:04:00,5,Agency,LJ Hooker,Flat/Unit,395,2,Redfern,"Dealing with maintenance issues and poor property condition in this apartment was a constant battle. From broken appliances to cracked walls, it felt like there was always something that needed fixing. Despite my attempts to address these issues with the management, they remained unresolved."
295,2023-08-07 11:12:00,1,Agency,Professionals Real Estate Group,Flat/Unit,135,1,Newtown,"The poor property condition of this apartment was evident from the moment I moved in. From peeling paint to creaky floorboards, it was clear that maintenance was not a priority. Despite my attempts to make it feel like home, the overall state of disrepair left much to be desired."
296,2023-03-23 21:36:00,5,Agency,Raine & Horne,Flat/Unit,370,2,Redfern,"Communication problems and poor property condition made my time in this apartment incredibly frustrating. From unanswered emails to unaddressed maintenance issues, it felt like the management just didn't care about the well-being of their tenants. Needless to say, I won't be renewing my lease here."
297,2023-11-01 18:52:00,1,Agency,Century 21 Australia,Flat/Unit,185,1,Camperdown,"Dealing with communication problems, pest problems, and poor property condition in this apartment was incredibly stressful. From unanswered emails to unwelcome critters, it felt like there was always something going wrong. Needless to say, it was not a pleasant living experience."
298,2023-04-30 00:10:00,3,Private,,Flat/Unit,285,2,Camperdown,"I couldn't have asked for a better living situation! This apartment was everything I could have hoped for and more. From the spacious layout to the modern amenities, everything about my stay here was absolutely perfect. I would highly recommend this place to anyone looking for a comfortable and convenient living space."
299,2023-02-08 03:49:00,4,Private,,Flat/Unit,305,2,Camperdown,"Dealing with poor property condition and lease violations in this apartment was incredibly frustrating. From cracked walls to unauthorized entry by maintenance staff, it felt like one thing after another. Needless to say, it was not a pleasant living experience."
300,2023-01-31 09:43:00,1,Private,,Flat/Unit,145,1,Newtown,"Pest problems, poor property condition, and lease violations made my time in this apartment incredibly stressful. From battling creepy crawlies to dealing with breaches of the lease agreement, it felt like there was always something going wrong. Needless to say, it was not a pleasant living experience."
301,2023-12-08 02:42:00,1,Private,,Flat/Unit,200,1,Camperdown,"Well, where do I start? Communication with the management here feels like sending messages into a black hole. Whether it's about maintenance requests or lease inquiries, it's like pulling teeth to get a response. It's frustrating and makes the renting experience much more stressful than it needs to be."
302,2023-02-12 23:01:00,4,Agency,First National Real Estate,Flat/Unit,310,2,Camperdown,"Oh, where do I even begin? This place is a nightmare. Let's talk about pests first - they're everywhere. Then there's the condition of the property, which is just dismal. It's like they never heard of a fresh coat of paint or fixing a leaky faucet. And as if that's not enough, lease violations seem to be the norm rather than the exception. Avoid at all costs!"
303,2023-02-21 06:59:00,5,Agency,Raine & Horne,Flat/Unit,390,2,Redfern,"I'm sorry, but this apartment is in dire need of some TLC. The property condition is just sad. It's like they forgot what maintenance means. It's not just cosmetic issues; there are functional problems too. It's a shame because the location is great, but the state of the place brings down the whole experience."
304,2023-11-11 00:15:00,5,Agency,RE/MAX Australia,Flat/Unit,380,2,Redfern,"Where do I even begin? Maintenance issues abound, from leaky faucets to faulty appliances. And don't get me started on the pests - it's like they have their own lease here. To top it all off, the management seems to think lease violations are optional. It's a mess."
305,2023-04-03 13:27:00,3,Agency,Raine & Horne,Flat/Unit,290,1,Redfern,"It's hard to enjoy living here when maintenance issues are the norm, pests roam freely, and lease violations are swept under the rug. It's like they expect us to just deal with it and move on. Not exactly the kind of experience you want when renting."
306,2023-08-31 09:45:00,5,Agency,First National Real Estate,Flat/Unit,310,1,Redfern,"Honestly, the property condition here is disappointing. From the peeling paint to the creaky floors, it feels like this place has been neglected for far too long. And to make matters worse, lease violations are ignored. It's a shame because with a little care, this could be a nice place to live."
307,2023-10-25 06:54:00,2,Agency,Harcourts,Flat/Unit,190,1,Camperdown,"What a relief, no problems here! It's refreshing to find a rental where everything just works. From maintenance to communication, everything has been smooth sailing. It's rare to find a place like this, so I'm grateful for the hassle-free experience."
308,2023-08-10 00:19:00,3,Agency,Harcourts,Flat/Unit,290,2,Camperdown,"Living here feels like being stuck in a never-ending cycle of maintenance issues, pest problems, and property neglect. It's like they expect us to just put up with it. And as if that's not bad enough, lease violations are rampant. Save yourself the headache and look elsewhere."
309,2023-12-15 12:37:00,1,Agency,Century 21 Australia,Flat/Unit,150,1,Newtown,"If you enjoy sharing your space with uninvited guests (yes, I'm talking about pests), dealing with a rundown property, and witnessing lease violations left and right, then this place is for you. Otherwise, steer clear. It's not worth the frustration."
310,2023-09-16 00:48:00,1,Agency,Professionals Real Estate Group,Flat/Unit,205,1,Camperdown,"Trying to communicate with the management here is like pulling teeth. Whether it's about pest control or simple inquiries, it feels like they're always MIA. And don't even get me started on the pests themselves. It's enough to make you want to pack your bags and find somewhere else to live."
311,2023-02-11 00:59:00,5,Agency,McGrath Estate Agents,Flat/Unit,380,2,Redfern,Communication? Nonexistent. Pests? Everywhere. Property condition? Abysmal. It's like this place is actively trying to make living here as miserable as possible. Save yourself the trouble and look elsewhere for a place to call home.
312,2023-07-23 06:16:00,3,Agency,Ray White Group,Flat/Unit,255,2,Newtown,"Ah, finally, a rental without any major issues. It's a breath of fresh air to not have to worry about maintenance problems or pests. It's like a weight lifted off my shoulders. Definitely a rare find in the rental market."
313,2023-09-19 10:04:00,1,Agency,Professionals Real Estate Group,Flat/Unit,150,1,Newtown,Lease violations seem to be the name of the game here. It's like they think rules don't apply to them. It's frustrating to see them disregard the terms of the lease without consequences. Definitely not a place I'd recommend.
314,2023-10-19 21:53:00,4,Agency,McGrath Estate Agents,Flat/Unit,300,2,Camperdown,"Dealing with pests is bad enough, but add in lease violations, and you've got a recipe for disaster. It's like the management here doesn't care about the well-being of their tenants. It's a shame because with a little effort, this place could be great."
315,2023-01-10 13:56:00,2,Agency,Raine & Horne,Flat/Unit,195,1,Camperdown,It's hard to enjoy living here when pests are a constant presence and lease violations are ignored. It's like they expect us to just put up with it and move on. Definitely not the kind of experience I was hoping for when I signed the lease.
316,2023-09-19 16:07:00,3,Agency,Century 21 Australia,Flat/Unit,260,2,Newtown,Pests seem to be the only permanent residents here. It's like they have their own lease and we're just living in their space. It's frustrating to deal with on a daily basis. Definitely not what I signed up for when I moved in.
317,2023-10-28 13:08:00,1,Agency,Raine & Horne,Flat/Unit,165,1,Newtown,"Where do I even begin? Maintenance issues, pests, property neglect - it's like this place has it all. And to make matters worse, lease violations are the norm. It's exhausting to deal with and makes living here a constant battle."
318,2023-09-29 20:20:00,1,Agency,LJ Hooker,Flat/Unit,150,1,Newtown,"Pests seem to have taken up permanent residence here, and management doesn't seem to care. It's frustrating to deal with on a daily basis. And don't even get me started on the lease violations. It's like they think rules don't apply to them."
319,2023-07-06 11:52:00,2,Private,,Flat/Unit,215,1,Camperdown,Maintenance seems to be a foreign concept here. It's like they expect us to just live with broken appliances and leaky faucets. It's frustrating and makes living here a constant headache.
320,2023-06-16 17:16:00,4,Agency,Harcourts,Flat/Unit,305,1,Redfern,"Dealing with pests is bad enough, but add in lease violations, and you've got a recipe for disaster. It's like they think rules don't apply to them. Definitely not a place I'd recommend to anyone."
321,2023-07-19 23:43:00,2,Agency,Belle Property,Flat/Unit,240,2,Newtown,"Pests seem to be a permanent fixture here, and management doesn't seem to care. It's frustrating to deal with on a daily basis. And to make matters worse, lease violations are ignored. It's like they think rules don't apply to them."
322,2023-09-14 11:46:00,3,Agency,RE/MAX Australia,Flat/Unit,295,2,Camperdown,"Where do I even begin? Maintenance issues, pests, property neglect - it's like this place has it all. And to make matters worse, lease violations are the norm. It's exhausting to deal with and makes living here a constant battle."
323,2023-12-02 22:34:00,2,Agency,McGrath Estate Agents,Flat/Unit,240,2,Newtown,"Pests seem to have taken up permanent residence here, and management doesn't seem to care. It's frustrating to deal with on a daily basis. And don't even get me started on the lease violations. It's like they think rules don't apply to them."
324,2023-08-13 14:25:00,4,Agency,RE/MAX Australia,Flat/Unit,305,2,Camperdown,"Pests seem to be a permanent fixture here, and management doesn't seem to care. It's frustrating to deal with on a daily basis. And to make matters worse, lease violations are ignored. It's like they think rules don't apply to them."
325,2023-11-20 04:07:00,4,Agency,Harcourts,Flat/Unit,310,2,Camperdown,"Oh, where do I even begin? This place is a nightmare. Let's talk about pests first - they're everywhere. Then there's the condition of the property, which is just dismal. It's like they never heard of a fresh coat of paint or fixing a leaky faucet. And as if that's not enough, lease violations seem to be the norm rather than the exception. Avoid at all costs!"
326,2023-09-13 06:10:00,2,Agency,McGrath Estate Agents,Flat/Unit,200,1,Camperdown,Pests seem to be the only permanent residents here. It's like they have their own lease and we're just living in their space. It's frustrating to deal with on a daily basis. Definitely not what I signed up for when I moved in.
327,2023-01-25 20:59:00,2,Agency,Century 21 Australia,Flat/Unit,215,1,Camperdown,"Ah, finally, a rental without any major issues. It's a breath of fresh air to not have to worry about maintenance problems or pests. It's like a weight lifted off my shoulders. Definitely a rare find in the rental market."
328,2023-07-02 07:14:00,3,Agency,RE/MAX Australia,Flat/Unit,260,2,Newtown,"The property condition here leaves much to be desired. From the peeling paint to the creaky floors, it feels like this place has been neglected for far too long. And to make matters worse, lease violations are rampant. It's a shame because with a little care, this could be a nice place to live."
329,2023-04-15 06:44:00,3,Agency,Century 21 Australia,Flat/Unit,290,1,Redfern,"The property condition here is just sad. It's like they forgot what maintenance means. It's not just cosmetic issues; there are functional problems too. It's a shame because the location is great, but the state of the place brings down the whole experience."
330,2023-04-14 19:17:00,2,Agency,LJ Hooker,Flat/Unit,235,2,Newtown,Maintenance seems to be a foreign concept here. It's like they expect us to just live with broken appliances and leaky faucets. It's frustrating and makes living here a constant headache.
331,2023-05-10 13:22:00,3,Agency,First National Real Estate,Flat/Unit,255,2,Newtown,"Dealing with pests is bad enough, but add in lease violations, and you've got a recipe for disaster. It's like they think rules don't apply to them. Definitely not a place I'd recommend to anyone."
332,2023-04-25 13:30:00,5,Agency,McGrath Estate Agents,Flat/Unit,400,2,Redfern,"The property condition here leaves much to be desired. From the peeling paint to the creaky floors, it feels like this place has been neglected for far too long. And to make matters worse, lease violations are rampant. It's a shame because with a little care, this could be a nice place to live."
333,2023-07-30 14:44:00,2,Agency,Ray White Group,Flat/Unit,195,1,Camperdown,"Pests seem to be a permanent fixture here, and management doesn't seem to care. It's frustrating to deal with on a daily basis. And to make matters worse, lease violations are ignored. It's like they think rules don't apply to them."
334,2023-09-06 19:56:00,5,Agency,Ray White Group,Flat/Unit,400,2,Redfern,Pests seem to be the only permanent residents here. It's like they have their own lease and we're just living in their space. It's frustrating to deal with on a daily basis. Definitely not what I signed up for when I moved in.
335,2023-04-08 19:47:00,2,Agency,Harcourts,Flat/Unit,240,2,Newtown,"The property condition here is just sad. It's like they forgot what maintenance means. It's not just cosmetic issues; there are functional problems too. It's a shame because the location is great, but the state of the place brings down the whole experience."
